step,split,loss
1,train,0.7347623109817505
2,train,0.5718190222978592
3,train,0.369931697845459
4,train,0.26346056908369064
5,train,0.21701094508171082
6,train,0.2103351093828678
7,train,0.20948682352900505
8,train,0.23218627646565437
9,train,0.2535582184791565
10,train,0.2657098136842251
11,train,0.2555833198130131
12,train,0.2617034688591957
13,train,0.24373380839824677
14,train,0.22525645047426224
15,train,0.2624536119401455
16,train,0.2336261048913002
17,train,0.27247944474220276
18,train,0.26286478340625763
19,train,0.21956711262464523
20,train,0.2653104178607464
21,train,0.2508665360510349
22,train,0.1953004226088524
23,train,0.2107732631266117
24,train,0.21363136917352676
25,train,0.19650156423449516
26,train,0.206146989017725
27,train,0.20582275092601776
28,train,0.21324244141578674
29,train,0.1856343038380146
30,train,0.20835419744253159
31,train,0.20192677527666092
32,train,0.19836007058620453
33,train,0.16757912002503872
34,train,0.19710630178451538
35,train,0.17539231106638908
36,train,0.17938653007149696
37,train,0.18918953835964203
38,train,0.1817079298198223
39,train,0.16285516694188118
40,train,0.16992922127246857
41,train,0.15168645232915878
42,train,0.17175432108342648
43,train,0.1733270101249218
44,train,0.18341133370995522
45,train,0.1655227467417717
46,train,0.13876108080148697
47,train,0.14205429702997208
48,train,0.16637277975678444
49,train,0.13479097001254559
50,train,0.15357054769992828
51,train,0.14171451702713966
52,train,0.133139219135046
53,train,0.15832867100834846
54,train,0.1344312597066164
55,train,0.1500953771173954
56,train,0.152723491191864
57,train,0.13446486555039883
58,train,0.14632165618240833
59,train,0.12478017620742321
60,train,0.13136352226138115
61,train,0.13738109916448593
62,train,0.1380373314023018
63,train,0.13379303365945816
64,train,0.12084559351205826
65,train,0.12078752182424068
66,train,0.13386151939630508
67,train,0.13569008000195026
